Title,Date added,Template,Cycle,Session,State under Review,State under Review - Regional Group,State under Review - Organisations,Recommendation,Recommending State,Recommending State - Regional Group,Recommending State - Organisations,Action Category,Response,Issues,Geolocation,Documents,Attachments,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),10 - January 2011,Austria,WEOG (Western European & Other States Group),EU (European Union),Include a sexual orientation and gender identity perspective with regard to measures against incitement to hatred ,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,"Sexual Orientation and Gender Identity|Women's rights",,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),10 - January 2011,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",Amend the Marriage Act to allow same-sex partners to marry and to recognize same-sex marriages from overseas ,Norway,WEOG (Western European & Other States Group),,5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),10 - January 2011,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",Take measures to ensure consistency and equality across individual States in recognizing same-sex relationships ,United Kingdom,WEOG (Western European & Other States Group),"Commonwealth|EU (European Union)",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),10 - January 2011,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)","As a high priority, introduce federal law which prohibits discrimination on the grounds of sexual orientation",New Zealand,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),10 - January 2011,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",Introduce a national legal provision prohibiting discrimination and harassment based on sexual orientation and gender ,Switzerland,WEOG (Western European & Other States Group),OIF (Organisation internationale de la Francophonie),5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),10 - January 2011,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",Continue to implement the harmonization and consolidation of antidiscriminatory laws and to move forward with the promulgation of laws protecting persons against discrimination on the grounds of sexual orientation or gender,Colombia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",2 - Continuing action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),9 - November 2010,Maldives,Asia (Asian Group),"Commonwealth|OIC (Organisation of the Islamic Cooperation)",Take measures to prevent human rights violations based on sexual orientation and gender identity ,France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),9 - November 2010,Maldives,Asia (Asian Group),"Commonwealth|OIC (Organisation of the Islamic Cooperation)","Decriminalize homosexuality and, as a first step, declare a moratorium on the application of penalties",France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),9 - November 2010,Maldives,Asia (Asian Group),"Commonwealth|OIC (Organisation of the Islamic Cooperation)",Repeal legal provisions which criminalize sexual activity between consenting adults of the same sex ,Canada,WEOG (Western European & Other States Group),"Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),9 - November 2010,Maldives,Asia (Asian Group),"Commonwealth|OIC (Organisation of the Islamic Cooperation)","Introduce policies aimed at ending discrimination against individuals on the basis of their gender identity or sexual orientation, and repeal legislation criminalizing homosexuality",Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),9 - November 2010,Maldives,Asia (Asian Group),"Commonwealth|OIC (Organisation of the Islamic Cooperation)","Reconsider the legal status of lesbian, gay, bisexual and transgender people, and consider taking concrete steps to protect them from violence and discrimination",Norway,WEOG (Western European & Other States Group),,3 - Considering action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),9 - November 2010,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)",Decriminalise homosexuality and ensure non-discrimination on the basis of sexual orientation and gender identity,Norway,WEOG (Western European & Other States Group),,5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),9 - November 2010,Jamaica,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)","Ensure the protection of defenders of the rights of lesbian, gay, bisexual and transgender persons, and take measures to ensure that lesbian, gay, bisexual and transgender persons can fully and freely exercise their rights without fear of attack or reprisal",United States,WEOG (Western European & Other States Group),OAS (Organisation of American States),4 - General action,Noted,"Human rights defenders|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),9 - November 2010,Jamaica,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)",Remove legislation which discriminates against individuals on the basis of their sexual orientation or gender identity ,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 1 (2008 - 2012),9 - November 2010,Jamaica,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)","Repeal all legal provisions constituting discrimination against lesbian, gay, bisexual and transgender persons",France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
