Title,Date added,Template,Cycle,Session,State under Review,State under Review - Regional Group,State under Review - Organisations,Recommendation,Recommending State,Recommending State - Regional Group,Recommending State - Organisations,Action Category,Response,Issues,Geolocation,Documents,Attachments,Published
119.5,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Comoros,Africa (African Group),"AU (African Union)|OIC (Organisation of the Islamic Cooperation)|AL (League of Arab States)|OIF (Organisation internationale de la Francophonie)","Decriminalize same-sex relationships between consenting adults and implement policies to address inequality, violence and discrimination based on sexual orientation and gender identity",Australia,WEOG (Western European & Other States Group),"PIF (Pacific Islands Forum)|Commonwealth",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
119.4,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Comoros,Africa (African Group),"AU (African Union)|OIC (Organisation of the Islamic Cooperation)|AL (League of Arab States)|OIF (Organisation internationale de la Francophonie)",Initiate an internal debate on the decriminalization of sexual relations between persons of the same sex,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
119.3,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Comoros,Africa (African Group),"AU (African Union)|OIC (Organisation of the Islamic Cooperation)|AL (League of Arab States)|OIF (Organisation internationale de la Francophonie)",Repeal all provisions giving rise to discrimination based on sexual orientation or gender identity,Iceland,,,5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
119.2,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Comoros,Africa (African Group),"AU (African Union)|OIC (Organisation of the Islamic Cooperation)|AL (League of Arab States)|OIF (Organisation internationale de la Francophonie)","Strengthen measures to eradicate all violence and discrimination, in particular against women, persons with disabilities and lesbian, gay, bisexual, transgender and intersex persons, and to protect their rights",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,"Sexual Orientation and Gender Identity|Women's rights|Disability rights",,,,Published
28.90,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,China,Asia (Asian Group),,Adopt legislation within one year prohibiting discrimination on grounds of sexual orientation and gender identity in all public and private sectors and provide for positive duties on the part of government to promote equality on these grounds,Netherlands,,,5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
28.89,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,China,Asia (Asian Group),,"Take the necessary measures to offer adequate and effective protection against all forms of discrimination, including that based on sexual orientation",Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
28.88,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,China,Asia (Asian Group),,"Prohibit all forms of discrimination and violence against lesbian, gay, bisexual, transgender and intersex persons",France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
28.87,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,China,Asia (Asian Group),,"Strengthen national legislation and public policies to combat discrimination, including on sexual orientation and gender identity grounds",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
28.86,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,China,Asia (Asian Group),,"Adopt measures, including public policies or laws, which ensure the enjoyment of the right of every person not to be discriminated against in any way, including their sexual orientation, religion or ethnic origin",Mexico,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)|ACS (Association of Caribbean States)",5 - Specific action,Supported,"Sexual Orientation and Gender Identity|Freedom of religion and belief|Racial discrimination",,,,Published
28.83,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,China,Asia (Asian Group),,"Ensure the full enjoyment of human rights for women, girls and individuals of all sexual orientations and gender identities by implementing the anti-domestic violence law and clearly defining its coverage",Sweden,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Supported,"Sexual Orientation and Gender Identity|Women's rights|Rights of the Child",,,,Published
125.208,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",Examine legal protections for intersex children from non-therapeutic medical procedures before they reach an age where they can consent,Australia,WEOG (Western European & Other States Group),"PIF (Pacific Islands Forum)|Commonwealth",3 - Considering action,Supported,"Sexual Orientation and Gender Identity|Rights of the Child|Right to health|Migrants",,,,Published
125.105,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",Legalize same-sex marriage,Sweden,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
125.104,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",Adopt the existing draft law on same-sex marriage,Portugal,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
125.103,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",Proceed with the legalization of same-sex marriage by ratifying the marriage equality bill currently under debate in Congress,Netherlands,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
125.41,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)","Guarantee the protection of all vulnerable groups in society, including transgender and intersex children and adolescents",Malta,WEOG (Western European & Other States Group),"EU (European Union)|Commonwealth",4 - General action,Supported,"Sexual Orientation and Gender Identity|Rights of the Child|Disability rights",,,,Published
125.40,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",Address effectively negative societal attitudes that discriminate on the basis of sexual orientation and gender identity,Malta,WEOG (Western European & Other States Group),"EU (European Union)|Commonwealth",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
125.39,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)","Ensure that legislation passed to protect the welfare of lesbian, gay, bisexual, transgender and intersex persons is fully implemented",Ireland,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
115.6,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Chad,Africa (African Group),"AU (African Union)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)",Repeal all laws that criminalize persons based on their sexual orientation and gender identity,Iceland,WEOG (Western European & Other States Group),"AU (African Union)|OIC (Organisation of the Islamic Cooperation)|Commonwealth",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
121.175,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Central African Republic,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)",Overhaul article 294 of the Criminal Code to ensure full protection against discrimination based on sex and gender identity,Canada,WEOG (Western European & Other States Group),"OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)|Commonwealth",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
121.35,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Central African Republic,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)",Improve the human rights status of minority groups and decriminalize homosexuality,Germany,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Supported,"Sexual Orientation and Gender Identity|Minority rights",,,,Published
158.51,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Bhutan,Asia (Asian Group),,"Amend anti-discrimination laws to include discrimination based on sexual orientation, gender identity and expression and sex characteristics",Iceland,WEOG (Western European & Other States Group),,5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
158.44,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Bhutan,Asia (Asian Group),,"Repeal criminal provisions that sanction consensual sexual relations between adults of the same sex, and combat discrimination against people based on their sexual orientation or gender identity",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
158.43,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Bhutan,Asia (Asian Group),,Continue to implement legislative reforms to decriminalize consensual same-sex sexual conduct,Australia,WEOG (Western European & Other States Group),"PIF (Pacific Islands Forum)|Commonwealth",2 - Continuing action,Supported,Sexual Orientation and Gender Identity,,,,Published
158.42,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Bhutan,Asia (Asian Group),,"Amend provisions of the Penal Code that are discriminatory, and that penalize relations between persons of the same sex",Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
158.41,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Bhutan,Asia (Asian Group),,Introduce reforms to the Criminal Code to decriminalize consensual same-sex relations as an essential step for the acceptance of sexual diversity in the country,Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
158.40,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Bhutan,Asia (Asian Group),,"Repeal legislation that criminalizes same-sex sexual conduct, and institute the recognition of non-discrimination based on sexual orientation, identity or expression of gender or sexual characteristics",Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
158.38.2,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Bhutan,Asia (Asian Group),,Decriminalize same-sex sexual conduct among consenting adults,France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",3 - Considering action,Supported,Sexual Orientation and Gender Identity,,,,Published
157.24,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Bhutan,Asia (Asian Group),,Take steps to ensure non-discrimination of members of the LGBT community,Israel,WEOG (Western European & Other States Group),,4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
79.8,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Include an explicit prohibition of discrimination on the basis of sexual orientation or gender identity in the Constitution and amend any other relevant legislation, such as the Administration of Estates Act and the Social Security Act so that same-sex couples enjoy equal rights to heterosexual couples",Netherlands,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
77.70,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth",Update the health and family life education curriculum to comply with the international technical guidance on sexuality education and develop a legal framework to ensure its execution,Iceland,WEOG (Western European & Other States Group),,5 - Specific action,Supported,"Sexual Orientation and Gender Identity|Human rights education and training",,,,Published
77.56,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Ensure that an effective HIV/AIDS prevention strategy includes the principles of human rights and non-discrimination on the basis of gender, age, sexual orientation or gender identity",Iceland,WEOG (Western European & Other States Group),,4 - General action,Supported,"HIV - Aids|Sexual Orientation and Gender Identity",,,,Published
77.55,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Take concrete steps to ensure universal access to sexual and reproductive health services, including HIV tests, with particular attention to the specific needs of women and girls and the lesbian, gay, bisexual, transgender and intersex population",Brazil,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,"HIV - Aids|Women's rights|Sexual Orientation and Gender Identity|Rights of the Child|Right to health",,,,Published
77.32,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Develop and implement training programmes for State authorities, including law enforcement and judicial officials, to ensure non-discrimination and protection of lesbian, gay, bisexual, transgender and intersex persons",Ireland,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Supported,"Human rights education and training|Sexual Orientation and Gender Identity",,,,Published
77.25,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Include sexual orientation and gender identity in the collection of statistical data in order to develop policies that effectively combat violence, discrimination and harassment against lesbian, gay, bisexual, transgender and intersex persons",Mexico,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)|ACS (Association of Caribbean States)",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
77.24,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Take measures to fight all forms of discrimination, including those based on sexual orientation and gender identity",Italy,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
77.23,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Secure equal human rights for lesbian, gay, bisexual, transgender and intersex persons by adding sexual orientation and gender identity to the anti- discrimination legislation, in order to protect such persons against discrimination and violence",Germany,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
77.22,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Combat discrimination against lesbian, gay, bisexual, transgender and intersex persons",France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",4 - General action,Supported,"Sexual Orientation and Gender Identity|Disability rights",,,,Published
77.21,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Adopt specific legislation aimed at eradicating, punishing and preventing all forms of discrimination, violence or abuse against people based on their sexual orientation or gender identity",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
77.20,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Take further measures to reduce the societal stigma faced by lesbian, gay, bisexual, transgender and intersex persons, including through enacting laws that prohibit discrimination against them",Australia,WEOG (Western European & Other States Group),"PIF (Pacific Islands Forum)|Commonwealth",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
77.19,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth",Take the necessary measures to investigate and punish cases of discrimination based on sexual orientation,Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
77.18,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Ensure legal protections are enforced to address violence against lesbian, gay, bisexual, transgender and intersex individuals as well as discrimination such as in housing, employment and government services",United States,WEOG (Western European & Other States Group),OAS (Organisation of American States),4 - General action,Supported,"Sexual Orientation and Gender Identity|Disability rights",,,,Published
77.17,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),31 - November 2018,Belize,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|ACS (Association of Caribbean States)|Commonwealth","Carry out the necessary legal reforms so that the legislation guarantees the protection and promotion of the rights of lesbian, gay, bisexual, transgender and intersex persons thereby avoiding discrimination on the basis of sexual orientation and gender identity",Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
110.55,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Cambodia,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)",Amend article 45 of the Constitution to allow same-sex couples to marry,Canada,WEOG (Western European & Other States Group),"OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)|Commonwealth",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
110.54,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Cambodia,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)","Introduce, by the end of 2023, an anti-discrimination law that guarantees equality and explicitly prohibits discrimination of all kinds, including on the basis of religion, sexual orientation, gender identity and expression or sex characteristics",Australia,WEOG (Western European & Other States Group),"PIF (Pacific Islands Forum)|Commonwealth",5 - Specific action,Supported,"Sexual Orientation and Gender Identity|Freedom of religion and belief|Racial discrimination",,,,Published
110.53,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Cambodia,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)",Adopt effective measures to combat and punish discrimination and violence motivated by sexual orientation or gender identity,Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
110.52,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Cambodia,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)","Introduce new legislation that guarantees equality and explicitly prohibits discrimination against lesbian, gay, bisexual, transgender and intersex persons",Sweden,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
110.51,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Cambodia,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)","Amend article 45 of the Constitution so as to enable legal marriage equality with a view to pursuing full and equal treatment of lesbian, gay, bisexual, transgender and intersex persons in all areas",Netherlands,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
110.50,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Cambodia,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)","Adopt, in consultation with civil society organizations, comprehensive legislation and policies against discrimination and violence based on sexual orientation or gender identity, and guarantee their implementation through all public entities, in particular in the education, health and labour sectors",Mexico,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)|ACS (Association of Caribbean States)",5 - Specific action,Supported,"Sexual Orientation and Gender Identity|Civil society",,,,Published
110.47,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Cambodia,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)",Amend the Constitution to ensure marriage equality for same-sex couples,Iceland,,,5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
110.45,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Cambodia,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)","Introduce an anti-discrimination law that guarantees and explicitly prohibits all kinds of discrimination, including on the basis of sexual orientation, gender identity or sex characteristics",Iceland,,,5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
137.223,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Burundi,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)","Continue to significantly strengthen measures combating gender- based and sexual violence against women, and consider decriminalizing certain conduct based on sexual orientation and gender identity",New Zealand,WEOG (Western European & Other States Group),"PIF (Pacific Islands Forum)|Commonwealth",2 - Continuing action,Noted,"Sexual Orientation and Gender Identity|Women's rights",,,,Published
137.209,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Burundi,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)","Actively promote gender equality, the prevention of sexual and gender-based violence, and awareness of lesbian, gay, bisexual, transgender and intersex issues, including the strengthening of the legal framework in this area",Canada,WEOG (Western European & Other States Group),"OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)|Commonwealth",4 - General action,Noted,"Sexual Orientation and Gender Identity|Women's rights|Human rights education and training",,,,Published
137.123,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Burundi,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)","Investigate, prosecute lawfully and, if they are convicted, adequately punish those guilty of human rights violations, including those committed against human rights defenders, members of civil society and the press, as well as against lesbian, gay, bisexual and transgender persons",Greece,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,"Sexual Orientation and Gender Identity|Freedom of the press|Human rights defenders|Civil society",,,,Published
137.99,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Burundi,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)","Ensure non-discrimination on the basis of sexual orientation and gender identity, in line with Burundi’s national and international human rights obligations",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
137.98,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Burundi,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)",Establish legal protections against discrimination based on sexual orientation or gender identity,Australia,Asia (Asian Group),"PIF (Pacific Islands Forum)|Commonwealth",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
137.97,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Burundi,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)","Take the necessary measures to repeal the legal provisions that criminalize and discriminate against lesbian, gay, bisexual, transgender and intersex persons",Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
137.96,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Burundi,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)","Take measures to decriminalize consensual sexual relations between same-sex adults, guaranteeing the full respect for human rights of all, regardless of sexual orientation or gender identity",Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
137.95,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Burundi,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)",Take steps to decriminalize same-sex relations,Australia,Asia (Asian Group),"PIF (Pacific Islands Forum)|Commonwealth",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
137.94,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Burundi,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)",Decriminalize homosexuality and abolish practices that promote discrimination based on sexual orientation,Ecuador,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
129.51,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Build upon recent court decisions upholding the human rights of transgender persons and take action to decriminalize lesbian, gay, bisexual, transgender and intersex status or conduct",United States,WEOG (Western European & Other States Group),OAS (Organisation of American States),4 - General action,Noted,"Sexual Orientation and Gender Identity|Disability rights",,,,Published
129.50,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,Repeal the law repressing homosexuality,France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
129.49,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Analyse modifying the legislation that criminalizes sexual relations between adults of the same gender in order to guarantee the rights of lesbian, gay, bisexual, transgender and intersex persons",Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",3 - Considering action,Noted,Sexual Orientation and Gender Identity,,,,Published
129.48,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,Decriminalize consensual sexual relations between people of the same sex and act to stop the discrimination suffered by people because of their sexual orientation,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
129.47,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Repeal laws that criminalize consensual, same-sex conduct between adults and ensure all legislation, policies and programmes do not discriminate on the bases of sexual orientation or gender identity",Canada,WEOG (Western European & Other States Group),"OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)|Commonwealth",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
129.46,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,Decriminalize same-sex sexual activities and ensure non- discrimination in accordance with Botswana’s domestic and international human rights obligations,Iceland,WEOG (Western European & Other States Group),,5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
